customer_id,name,age,salary,join_date,department,performance_score,email,city,gender,is_active,invalid_email
1542,Customer_1542,21,48662.31,2018-05-13,Ops,48.2,,Chicago,Female,FALSE,True
1772,Customer_1772,39,17054.26,,HR,48.2,user1771@gmail.com,San Antonio,Other,FALSE,False
1402,Customer_1402,58,58498.09,,Finance,48.2,user1401@gmail.com,New York,Female,FALSE,False
433,CUSTOMER_433,72,29691.26,,Operations,48.2,user432@outlook.com,San Antonio,Male,FALSE,False
695,Customer_695,78,55435.7,2022-07-27,HR,48.2,user694@company.com,San Antonio,Other,TRUE,False
1665,Customer_1665,71,47902.45,,Support,48.2,user1664@outlook.com,New York,Female,FALSE,False
112,Customer_112,74,80881.24,2018-11-23,H R,48.2,user111@outlook.com,New York,Male,TRUE,False
1023,CUSTOMER_1023,22,67134.78,2019-11-22,Support,48.2,user1022@company.com,Houston,Other,FALSE,False
30,Customer_30,38,79209.55,2021-12-23,Marketing,48.2,user29@yahoo.com,San Antonio,Male,TRUE,False
1883,Customer_1883,36,52137.74,2021-06-06,HR,48.2,user1882@yahoo.com,San Diego,Other,TRUE,False
384,Customer_384,41,52744.87,2019-07-31,Marketing,48.2,user383@yahoo.com,Philadelphia,Female,FALSE,False
1473,Customer_1473,50,45750.92,2020-10-02,Finance,48.2,user1472@gmail.com,San Jose,Male,FALSE,False
1874,Customer_1874,71,68425.13,2022-11-27,HR,48.2,user1873@outlook.com,Houston,Female,FALSE,False
307,Customer_307,73,60600.94,,HR,48.2,user306@company.com,New York,Male,TRUE,False
57,Customer_57,68,21314.99,,Marketing,48.2,user56@company.com,San Diego,Other,TRUE,False
772,Customer_772,66,54929.51,2015-10-09,HR,48.2,user771@yahoo.com,Los Angeles,Male,TRUE,False
778,CUSTOMER_778,30,53028.96,,Support,48.2,user777@company.com,Phoenix,Female,TRUE,False
1694,Customer_1694,25,70496.78,2021-06-24,Sales,48.2,user1693@gmail.com,San Jose,Female,FALSE,False
1272,Customer_1272,,74603.11,,Marketing,48.2,user1271@company.com,San Jose,Male,TRUE,False
1577,Customer_1577,32,80584.64,,,48.2,user1576@yahoo.com,Los Angeles,Male,FALSE,False
421,Customer_421,37,45732.81,,Sales,48.2,user420@yahoo.com,Chicago,Other,TRUE,False
820,Customer_820,22,41171.94,,IT,48.2,user819@company.com,Phoenix,Male,TRUE,False
1511,Customer_1511,44,74371.05,2020-08-06,Marketing,48.2,user1510@outlook.com,San Antonio,Other,TRUE,False
1183,Customer_1183,64,86641.67,2022-05-11,Sales,48.2,USER284@YAHOO.COM,Phoenix,Female,TRUE,False
495,Customer_495,57,63671.76,2019-08-10,Support,48.2,user494@company.com,San Jose,Male,TRUE,False
325,Customer_325,33,53327.17,2019-10-08,HR,48.2,user324@company.com,San Antonio,Male,FALSE,False
1331,Customer_1437,50,48548.51,2017-12-28,Support,48.2,user1436@yahoo.com,Los Angeles,Other,FALSE,False
1134,,33,79435.14,2020-08-15,HR,48.2,user1133@company.com,Los Angeles,Male,FALSE,False
679,Customer_679,41,66607.49,,Finance,48.2,user678@outlook.com,Chicago,Male,FALSE,False
904,Customer_904,75,33579.54,2016-02-29,Sales,48.2,user903@yahoo.com,Chicago,Female,FALSE,False
1367,Customer_1367,18,71307.93,2021-03-19,Operations,48.2,user1366@outlook.com,Los Angeles,Female,FALSE,False
1152,Customer_1152,78,59604.07,,Sales,48.2,user1151@yahoo.com,Chicago,Female,TRUE,False
1556,Customer_1556,31,58176.25,2020-07-16,Support,48.2,user1555@gmail.com,New York,Other,TRUE,False
352,Customer_352,40,30485.57,,Finance,48.2,user351@yahoo.com,Los Angeles,Other,TRUE,False
52,Customer_1519,,56975.8,2020-01-02,IT,48.2,user1518@outlook.com,San Diego,Female,FALSE,False
1464,Customer_1464,53,40513.64,2019-11-17,HR,48.2,user1463@outlook.com,Philadelphia,Female,FALSE,False
819,Customer_819,75,"$49,198",2018-05-20,Marketing,48.2,user818@outlook.com,Dallas,Male,TRUE,False
615,Customer_615,53,54448.36,2018-04-26,Finance,48.2,user614@outlook.com,San Antonio,Male,FALSE,False
71,Customer_71,70,82975.05,2021-12-19,Support,48.2,user70@gmail.com,Phoenix,Male,TRUE,False
451,Customer_451,50,68026.65,2022-11-29,Marketing,48.2,user450@gmail.com,New York,Other,FALSE,False
1308,Customer_1308,37,35683.37,,HR,48.2,user1307@gmail.com,New York,Female,TRUE,False
1579,Customer_1579,64,67017.46,,Finance,48.2,user1578@company.com,San Jose,Male,FALSE,False
1950,Customer_1950,42,"$34,669",2019-06-15,Marketing,48.2,user1949@company.com,San Antonio,Female,TRUE,False
1186,Customer_1186,60,65080.91,,Operations,48.2,user1185@yahoo.com,Philadelphia,Female,TRUE,False
870,Customer_870,56,56691.82,2018-07-04,Finance,48.2,user869@outlook.com,Phoenix,Female,TRUE,False
1469,Customer_1469,78,67805.87,,Finance,48.2,user1468@yahoo.com,Chicago,Female,FALSE,False
975,Customer_975,63,35680.79,,Marketing,48.2,user974@outlook.com,Los Angeles,Male,TRUE,False
1340,Customer_1340,29,42006.6,2021-09-10,Operations,48.2,user@domain,Houston,Other,FALSE,True
1551,Customer_1551,75,44071.82,,Operations,48.2,user1550@gmail.com,Dallas,Other,TRUE,False
125,Customer_125,,44148.45,,Operations,48.2,user124@company.com,Los Angeles,Male,FALSE,False
211,Customer_211,,34454.53,2018-07-16,Support,48.2,user210@company.com,San Antonio,Male,FALSE,False
949,Customer_949,25,53862.65,,Operations,48.2,user948@gmail.com,Phoenix,Male,TRUE,False
1079,Customer_1079,19,53285.68,2022-05-08,Support,48.2,user1078@company.com,Dallas,Male,TRUE,False
1647,Customer_1647,79,,2018-04-01,Operations,48.2,user1646@yahoo.com,Phoenix,Male,FALSE,False
1494,CUSTOMER_1494,46,63082.09,,Finance,48.2,user1493@outlook.com,San Diego,Other,TRUE,False
1112,Customer_1112,34,,2015-06-04,Sales,48.2,user1111@outlook.com,Dallas,Female,FALSE,False
585,Customer_585,25,60496.86,,Marketing,48.2,user584@gmail.com,Dallas,Other,FALSE,False
1334,Customer_1334,21,31094.24,2022-03-02,Operations,48.2,user1333@company.com,San Jose,Other,TRUE,False
353,Customer_353,48,70336.61,2021-09-15,Operations,48.2,user352@gmail.com,Phoenix,Female,FALSE,False
1042,Customer_1042,30,52887.48,2020-02-28,Finance,48.2,user1041@gmail.com,New York,Male,TRUE,False
1755,Customer_1755,19,69060.87,2021-04-03,HR,48.2,user1754@company.com,Los Angeles,Female,FALSE,False
1567,Customer_1567,63,56696.44,2015-09-27,Support,48.2,user1566@gmail.com,Los Angeles,Female,FALSE,False
520,Customer_520,52,73846.55,2016-09-24,Sales,48.2,user519@company.com,Philadelphia,Other,FALSE,False
70,Customer_70,43,55538.42,,Marketing Dept,48.2,user69@yahoo.com,Los Angeles,Female,TRUE,False
1295,Customer_1295,72,64255.45,2017-08-23,Support,48.2,user1294@outlook.com,San Jose,Male,FALSE,False
1631,Customer_1631,,61904.95,2015-04-27,Finance,48.2,user1630@gmail.com,San Antonio,Other,,False
1081,,68,52772.09,2016-12-26,Sales,48.2,user1080@company.com,Los Angeles,Female,TRUE,False
1561,,40,65072.21,2019-02-20,Marketing,48.2,user1560@gmail.com,New York,Female,FALSE,False
1014,Customer_1014,18,59011.1,,Operations,48.2,user1013@company.com,Philadelphia,Other,TRUE,False
1834,Customer_1834,29,76319.24,,Finance,48.2,user1833@company.com,New York,Female,FALSE,False
212,Customer_212,24,47887.39,,Support,48.2,user211@outlook.com,Philadelphia,Male,TRUE,False
1011,,51,71145.58,2016-06-13,IT,48.2,user1010@outlook.com,Philadelphia,Male,TRUE,False
1568,Customer_1568,53,40910.1,,HR,48.2,user1567@yahoo.com,San Diego,Male,FALSE,False
100,Customer_100,51,71610.83,,IT,48.2,user99@company.com,Los Angeles,Other,TRUE,False
1311,CUSTOMER_1311,21,42300.82,,Support,48.2,user1310@gmail.com,Dallas,Other,FALSE,False
731,Customer_731,75,80304.82,,Operations,48.2,user730@company.com,Philadelphia,Male,FALSE,False
530,Customer_530,62,51094.89,2018-09-07,HR,48.2,user529@company.com,Philadelphia,Other,TRUE,False
299,Customer_299,43,63999.91,2016-12-12,Sales,48.2,user298@yahoo.com,Philadelphia,Male,TRUE,False
1019,Customer_1019,45,72017.21,,HR,48.2,user1018@company.com,Chicago,Male,TRUE,False
1331,,23,57274.28,,Sales,48.2,user1330@yahoo.com,Phoenix,Other,FALSE,False
713,Customer_713,78,41835.36,,Support,48.2,user712@outlook.com,Chicago,Other,TRUE,False
1330,Customer_1330,22,48359.12,2016-05-14,Finance,48.2,user1329@gmail.com,Dallas,Female,FALSE,False
651,Customer_651,65,77171.9,,Marketing,48.2,user650@outlook.com,New York,Male,FALSE,False
240,Customer_240,74,31893.72,2022-10-27,Marketing,48.2,user239@outlook.com,Chicago,Male,FALSE,False
1962,Customer_1962,24,,2020-02-05,,48.2,user1961@outlook.com,Houston,Male,TRUE,False
1722,Customer_1722,60,39693.93,,Operations,48.2,user1721@company.com,San Jose,Male,TRUE,False
1847,Customer_1847,63,28526.19,,Sales,48.2,user1846@yahoo.com,Phoenix,Male,FALSE,False
1877,Customer_1877,73,54802.41,,Marketing,48.2,user1876@company.com,San Jose,Male,FALSE,False
395,Customer_395,57,57647.67,2022-06-06,Support,48.2,user394@outlook.com,Philadelphia,Other,TRUE,False
1354,Customer_1354,23,71709.23,2021-05-26,Marketing,48.2,user1353@gmail.com,Houston,Male,TRUE,False
1230,Customer_1230,42,78941.2,2019-03-24,Sales,48.2,user1229@yahoo.com,Chicago,Female,FALSE,False
1717,Customer_1717,41,59703.07,,HR,48.2,user1716@company.com,San Antonio,Female,TRUE,False
1145,Customer_1145,20,,2017-10-11,Operations,48.2,user1144@gmail.com,Houston,Other,TRUE,False
1621,Customer_1621,45,55810.31,,Finance,48.2,user1620@company.com,New York,Other,FALSE,False
803,Customer_803,69,54795.96,,Finance,48.2,user802@yahoo.com,New York,Male,FALSE,False
129,Customer_129,46,49844.67,2022-12-07,Marketing,48.2,user128@yahoo.com,San Diego,Other,TRUE,False
863,Customer_863,23,36119.03,2017-07-24,Marketing,48.2,user862@yahoo.com,Phoenix,Male,FALSE,False
276,Customer_276,19,57666.34,2021-12-08,Operations,48.2,user275@company.com,San Jose,Male,TRUE,False
535,Customer_535,33,35884.47,2022-01-11,Operations,48.2,user534@company.com,Chicago,Male,TRUE,False
1056,Customer_1056,51,58481.93,,HR,48.2,user1055@gmail.com,New York,Female,TRUE,False
1426,Customer_1426,31,,,Operations,48.2,user1425@gmail.com,Houston,Other,FALSE,False
1377,Customer_1377,52,59288.78,,Operations,48.2,user1376@outlook.com,Phoenix,Male,TRUE,False
1346,Customer_1346,54,55909.13,2017-09-17,Finance,48.2,user1345@outlook.com,San Jose,Female,TRUE,False
527,Customer_527,24,32561.83,,Finance,48.2,user526@yahoo.com,San Jose,Female,TRUE,False
486,Customer_486,50,73275.06,,IT,48.2,user485@gmail.com,Los Angeles,Other,TRUE,False
1810,Customer_1810,38,66598.81,2015-07-30,Sales,48.2,user1809@gmail.com,Philadelphia,,FALSE,False
1971,Customer_1971,32,73479.77,2017-02-28,Finance,48.2,,Philadelphia,Other,TRUE,True
1892,Customer_1892,51,55072.2,,Finance,48.2,user1891@company.com,San Diego,Female,,False
1560,Customer_1560,28,60100.89,,IT,48.2,user1559@outlook.com,San Antonio,Female,FALSE,False
1610,Customer_1610,24,fifty thousand,2021-03-06,HR,48.2,user1609@gmail.com,Houston,Female,FALSE,False
1813,,58,36527.97,2016-11-29,Support,48.2,user1812@gmail.com,Houston,Male,TRUE,False
1191,Customer_1191,53,61710.99,2018-06-22,Finance,48.2,user1190@outlook.com,Philadelphia,Male,TRUE,False
528,Customer_528,74,68231.57,2022-04-15,,48.2,user527@yahoo.com,New York,Male,TRUE,False
1236,Customer_1236,74,39205.52,,HR,48.2,user1235@yahoo.com,Houston,Female,FALSE,False
531,Customer_531,37,,2022-07-25,Operations,48.2,user530@gmail.com,Los Angeles,Other,TRUE,False
901,Customer_901,55,,2021-09-25,Operations,48.2,user900@gmail.com,Philadelphia,Other,TRUE,False
1871,CUSTOMER_1871,72,58509.21,2022-11-27,HR,48.2,user1870@company.com,New York,Other,FALSE,False
1259,Customer_1259,64,69746.24,2019-04-14,Finance,48.2,user1258@company.com,San Antonio,Male,TRUE,False
818,,48,56723.04,2020-11-05,IT,48.2,user817@gmail.com,Los Angeles,Other,FALSE,False
908,Customer_908,,39793.93,,Operations,48.2,user907@company.com,Los Angeles,Female,FALSE,False
1041,Customer_1041,62,75037.08,2021-12-06,Marketing,48.2,user1040@yahoo.com,San Diego,Male,TRUE,False
1454,Customer_1454,59,91516.13,2021-10-04,IT,48.2,user1453@outlook.com,Chicago,Male,TRUE,False
680,Customer_680,33,71832.63,2019-06-05,Marketing,48.2,user679@company.com,Houston,Female,TRUE,False
1165,Customer_1165,18,88596.15,2015-09-27,HR,48.2,user1164@outlook.com,New York,Female,TRUE,False
1537,Customer_1537,60,61391.79,2022-12-16,Sales,48.2,user1536@gmail.com,Houston,Other,FALSE,False
116,Customer_116,33,71901.3,,Marketing,48.2,user115@yahoo.com,San Diego,Male,TRUE,False
966,Customer_966,26,51767.53,,Operations,48.2,user965@yahoo.com,Phoenix,Other,FALSE,False
343,Customer_343,56,61766.43,,,48.2,user342@yahoo.com,San Antonio,Female,FALSE,False
1692,Customer_1692,24,38619.31,2016-10-16,Finance,48.2,user1691@company.com,San Antonio,Other,TRUE,False
1942,Customer_1942,40,66338.88,,Finance,48.2,user1941@gmail.com,Phoenix,Female,TRUE,False
1997,Customer_1997,61,38813.87,2016-07-29,Operations,48.2,user1996@gmail.com,San Jose,Female,FALSE,False
255,Customer_255,50,70705.14,2020-05-10,Support,48.2,user254@yahoo.com,Houston,Female,TRUE,False
1827,Customer_1827,44,,,Finance,48.2,user1826@company.com,San Jose,Male,TRUE,False
1832,Customer_1832,57,67906.84,,Marketing,48.2,user1831@yahoo.com,San Diego,Female,TRUE,False
1951,Customer_1951,29,45951.88,2020-07-22,Sales,48.2,user1950@outlook.com,Los Angeles,Female,TRUE,False
1091,,32,15643.18,2022-02-15,Marketing,48.2,user1090@gmail.com,Los Angeles,Male,TRUE,False
1275,Customer_1275,62,53523.42,2020-10-14,Operations,48.2,user1274@yahoo.com,San Antonio,Other,TRUE,False
121,Customer_121,41,74479.9,2015-02-21,Operations,48.2,user120@company.com,San Antonio,Other,TRUE,False
1944,Customer_1944,71,high,2020-12-31,IT,48.2,user1943@outlook.com,Los Angeles,Female,TRUE,False
580,Customer_580,52,44343.21,,HR,48.2,user579@yahoo.com,San Diego,Other,FALSE,False
929,Customer_1302,54,44211.35,2016-02-10,Sales,48.2,user1301@company.com,Phoenix,Male,TRUE,False
257,Customer_257,59,55253.28,2015-09-25,Finance,48.2,user256@yahoo.com,San Jose,Female,FALSE,False
809,Customer_809,33,60364.36,,IT,48.2,user808@company.com,Chicago,Male,TRUE,False
136,CUSTOMER_136,41,50680.72,2021-11-27,Finance,48.2,user135@outlook.com,Chicago,Female,TRUE,False
1111,Customer_1111,73,36375.76,,Support,48.2,user1110@yahoo.com,San Antonio,Male,FALSE,False
1582,Customer_1582,26,61535.12,2022-08-17,Finance,48.2,user1581@gmail.com,Chicago,Male,TRUE,False
940,,27,67889.65,2017-01-13,IT,48.2,user939@gmail.com,Chicago,Male,TRUE,False
465,Customer_465,63,66596.61,,Marketing,48.2,user464@company.com,Chicago,Female,FALSE,False
439,Customer_439,,,,Operations,48.2,user438@gmail.com,San Jose,Male,TRUE,False
1345,Customer_1345,55,68551.74,2021-06-13,,48.2,user1344@yahoo.com,Dallas,Female,TRUE,False
1048,Customer_1048,49,$60k,2017-09-23,Sales,48.2,user1047@gmail.com,Phoenix,Female,FALSE,False
931,Customer_931,70,37028.44,,IT,48.2,user930@yahoo.com,San Antonio,Female,TRUE,False
110,Customer_110,40,83662.07,,IT,48.2,user109@yahoo.com,Houston,Other,FALSE,False
362,Customer_362,74,77960.99,,Operations,48.2,user361@company.com,Phoenix,Female,TRUE,False
351,CUSTOMER_351,67,52750.18,,Sales,48.2,user350@company.com,San Antonio,Male,TRUE,False
1633,Customer_1633,45,29218.74,2015-07-06,Support,48.2,user1632@outlook.com,Chicago,Male,FALSE,False
1757,Customer_1757,40,65890.05,,Operations,48.2,user1756@gmail.com,San Diego,Female,FALSE,False
621,Customer_621,33,42564.44,,Support,48.2,user620@gmail.com,Los Angeles,Other,TRUE,False
234,Customer_234,45,31768.3,,IT,48.2,user233@company.com,Los Angeles,Male,TRUE,False
1526,,29,45175.81,2016-05-17,Operations,48.2,user1525@outlook.com,San Antonio,Male,TRUE,False
1428,Customer_1428,68,fifty thousand,2019-12-07,HR,48.2,user1427@company.com,Dallas,Female,TRUE,False
693,,50,33331.64,2019-03-02,IT,48.2,user692@outlook.com,San Diego,Other,FALSE,False
1926,Customer_1926,78,,2015-01-22,Operations,48.2,user1925@company.com,Dallas,Other,FALSE,False
789,,24,high,,Finance,48.2,user788@yahoo.com,Dallas,Male,FALSE,False
1343,CUSTOMER_1343,43,48093.9,2022-02-01,Operations,48.2,user1342@yahoo.com,Phoenix,Female,FALSE,False
882,Customer_882,79,64279.96,,IT,48.2,user881@company.com,Chicago,Female,FALSE,False
757,Customer_757,,56935.97,2016-05-15,Sales,48.2,user756@company.com,Philadelphia,Male,FALSE,False
480,Customer_480,50,55587.46,2021-01-15,HR,48.2,user479@gmail.com,Phoenix,Other,FALSE,False
553,CUSTOMER_553,75,60804.48,2016-11-12,Sales,48.2,user552@gmail.com,New York,Other,TRUE,False
248,,56,42287.15,,Marketing,48.2,user247@yahoo.com,San Diego,Other,TRUE,False
1745,Customer_1745,46,60319.26,2018-02-19,Sales,48.2,user1744@company.com,Philadelphia,Other,TRUE,False
345,Customer_345,57,55041.74,,Operations,48.2,user344@company.com,San Jose,,TRUE,False
1860,Customer_1860,,51938.6,,HR,48.2,user1859@outlook.com,Houston,Female,TRUE,False
568,Customer_568,77,,2021-05-07,Operations,48.2,user567@company.com,San Jose,Female,TRUE,False
571,Customer_571,,500000,2016-11-27,IT,48.2,user570@gmail.com,Dallas,Female,FALSE,False
308,Customer_308,76,62605.24,2020-04-08,IT,48.2,user307@company.com,Chicago,Male,TRUE,False
1783,,34,54451.06,2018-10-09,,48.2,user1782@yahoo.com,Los Angeles,Female,TRUE,False
213,Customer_213,76,34829.72,2021-01-03,,48.2,user212@gmail.com,New York,Male,TRUE,False
1938,Customer_1938,25,58284.89,,HR,48.2,user@domain,San Antonio,Female,TRUE,True
905,Customer_905,,46415.54,,Sales,48.2,user904@gmail.com,Houston,Female,FALSE,False
232,Customer_232,75,72003.2,2022-12-10,Sales,48.2,user231@gmail.com,Chicago,Other,FALSE,False
415,Customer_415,50,63381.11,,IT,48.2,user414@company.com,San Diego,Other,FALSE,False
1352,,20,-10000,2018-12-16,Finance,48.2,user1351@company.com,Houston,Male,FALSE,False
282,Customer_282,34,55663.66,2018-05-02,Finance,48.2,user281@company.com,New York,Male,FALSE,False
1968,Customer_1968,,50479.8,,IT,48.2,user1967@company.com,Houston,Male,TRUE,False
1240,Customer_1240,43,37163.91,2019-02-01,Support,48.2,user1239@gmail.com,Dallas,Male,TRUE,False
434,,39,36203.13,,Marketing,48.2,user433@gmail.com,Phoenix,Male,FALSE,False
50,Customer_50,68,62044.31,,Sales,48.2,user49@yahoo.com,Houston,Female,FALSE,False
298,Customer_298,61,62581.41,2017-09-09,IT,48.2,user297@yahoo.com,Dallas,Male,FALSE,False
445,Customer_445,51,51302.37,,HR,48.2,user444@yahoo.com,Philadelphia,Female,FALSE,False
483,Customer_483,38,60479.51,,Sales,48.2,user482@gmail.com,San Jose,Female,FALSE,False
707,Customer_707,46,71013.99,2020-03-16,Sales,48.2,user706@company.com,San Jose,Female,FALSE,False
775,Customer_775,65,46640.78,,HR,48.2,user774@yahoo.com,San Antonio,Female,TRUE,False
1126,,60,59071.32,2015-06-18,HR,48.2,user1125@outlook.com,San Antonio,Other,FALSE,False
1125,Customer_1125,60,62856.4,2021-03-20,Finance,48.2,user1124@yahoo.com,Philadelphia,Female,FALSE,False
1353,Customer_1353,50,71717.74,,,48.2,user1352@yahoo.com,San Diego,Female,FALSE,False
174,Customer_174,52,"$38,484",,IT,48.2,user173@gmail.com,Houston,Male,TRUE,False
810,Customer_810,74,42440.21,2021-08-28,IT,48.2,user809@yahoo.com,San Jose,Female,TRUE,False
430,CUSTOMER_430,76,68021.55,2015-04-29,IT,48.2,USER855@COMPANY.COM,Houston,Female,FALSE,False
496,Customer_496,63,47163.97,2015-06-28,HR,48.2,user495@gmail.com,Houston,Female,TRUE,False
1736,Customer_1736,24,64721.33,,HR,48.2,user1735@yahoo.com,San Diego,Other,FALSE,False
238,Customer_238,50,44240.68,,HR,48.2,user237@outlook.com,Chicago,Male,TRUE,False
1748,Customer_1748,19,55486.02,2021-11-07,Operations,48.2,user1747@yahoo.com,Chicago,Other,TRUE,False
544,Customer_544,25,74906.17,2018-03-23,Sales,48.2,user543@company.com,San Jose,Other,FALSE,False
24,,41,57527.14,,Support,48.2,user23@yahoo.com,Philadelphia,Other,FALSE,False
1670,Customer_1670,55,,2018-11-15,Sales,48.2,user1669@outlook.com,Philadelphia,Other,FALSE,False
64,Customer_64,42,58444.68,,Support,48.2,user63@company.com,San Jose,Female,FALSE,False
631,Customer_631,33,36813.14,,Marketing,48.2,user630@gmail.com,Philadelphia,Male,FALSE,False
189,Customer_189,43,64771.14,,Finance,48.2,user188@outlook.com,Chicago,Male,FALSE,False
1880,Customer_1880,53,64576.76,2018-01-25,Finance,48.2,user1879@company.com,Philadelphia,Female,FALSE,False
862,Customer_862,53,53875.53,2020-01-24,Marketing,48.2,user861@gmail.com,Dallas,Male,TRUE,False
1678,Customer_1678,20,66696.33,,IT,48.2,user1677@outlook.com,Houston,Other,TRUE,False
369,Customer_369,79,62836.28,,HR,48.2,user368@gmail.com,,Other,FALSE,False
271,Customer_271,,35552.47,2016-04-30,Sales,48.2,user270@gmail.com,Chicago,Other,FALSE,False
1618,Customer_1618,60,72571.4,,Operations,48.2,user1617@gmail.com,Houston,Male,TRUE,False
874,Customer_874,36,,2017-11-10,Operations,48.2,user873@company.com,Houston,Male,TRUE,False
197,Customer_197,69,64754.22,2020-12-14,Marketing,48.2,user196@outlook.com,Houston,Female,FALSE,False
484,Customer_484,49,76031.08,2021-03-10,Finance,48.2,user483@gmail.com,Los Angeles,Male,TRUE,False
1217,Customer_1217,64,39892.24,,Sales,48.2,user1216@yahoo.com,Philadelphia,Female,TRUE,False
1270,Customer_1270,43,50119.56,,IT,48.2,user1269@yahoo.com,Phoenix,Male,TRUE,False
1273,Customer_1273,20,64722.06,,Support,48.2,user1272@outlook.com,New York,Female,TRUE,False
1314,Customer_1314,71,83785.01,2020-01-12,Finance,48.2,user1313@yahoo.com,New York,,TRUE,False
101,Customer_101,27,63357.68,2022-09-29,Operations,48.2,user100@yahoo.com,Philadelphia,Female,FALSE,False
1829,Customer_1829,48,,2019-09-12,Operations,48.2,user1828@company.com,New York,Female,TRUE,False
1588,Customer_1588,58,53632.39,,Operations,48.2,user1587@outlook.com,San Antonio,Male,FALSE,False
1969,Customer_1969,24,44822.72,2020-04-01,Support,48.2,user1968@company.com,San Diego,Male,TRUE,False
221,Customer_221,74,68106.75,2020-11-18,Support,48.2,user220@yahoo.com,Philadelphia,Male,TRUE,False
556,Customer_556,66,63690.99,2015-04-29,Operations,48.2,user555@outlook.com,Houston,Female,FALSE,False
1674,Customer_1674,25,69366.85,2020-10-10,HR,48.2,user1673@gmail.com,Philadelphia,Male,TRUE,False
481,Customer_481,69,,,Operations,48.2,user480@outlook.com,San Antonio,Other,TRUE,False
1677,Customer_1677,56,53438.14,,Marketing,48.2,user1676@company.com,Dallas,Female,FALSE,False
1447,Customer_1447,68,,2016-02-25,IT,48.2,user1446@outlook.com,Chicago,Female,TRUE,False
734,Customer_734,62,57959.51,2016-02-10,HR,48.2,user733@yahoo.com,New York,Other,FALSE,False
758,Customer_758,40,47665.28,,Marketing,48.2,user757@yahoo.com,New York,Other,TRUE,False
980,Customer_980,68,59330.99,2020-09-29,HR,48.2,user979@gmail.com,Phoenix,Other,FALSE,False
612,,49,65304.2,2021-05-31,Operations,48.2,user611@company.com,,Other,FALSE,False
1988,Customer_1988,35,54435.1,,IT,48.2,user1987@company.com,New York,Female,FALSE,False
858,Customer_858,24,43414.45,,IT,48.2,user857@company.com,Chicago,Male,FALSE,False
317,Customer_317,,30797.97,2015-10-19,IT,48.2,user316@yahoo.com,Dallas,Male,TRUE,False
597,Customer_597,43,45836.65,2018-11-16,Finance,48.2,user596@outlook.com,Phoenix,Female,FALSE,False
1943,Customer_1943,54,58099.7,,Operations,48.2,,San Jose,Male,FALSE,True
1508,Customer_1508,53,"$77,991",2016-04-09,HR,48.2,user1507@gmail.com,San Diego,Male,TRUE,False
1243,,42,$60k,2019-12-25,HR,48.2,user1242@gmail.com,,Female,FALSE,False
